name	translation
雑魚：物理有効1(改修)	杂鱼：物理有效1(改修)
雑魚：物理有効2(改修)	杂鱼：物理有效2(改修)
雑魚：物理有効3(改修)	杂鱼：物理有效3(改修)
雑魚：物理有効4(改修)	杂鱼：物理有效4(改修)
雑魚：物理有効5(改修)	杂鱼：物理有效5(改修)
雑魚：物理有効1(改修_攻撃タイプ耐性なし)	杂鱼：物理有效1(改修_无攻击类型耐性)
雑魚：物理有効2(改修_攻撃タイプ耐性なし)	杂鱼：物理有效2(改修_无攻击类型耐性)
雑魚：物理有効3(改修_攻撃タイプ耐性なし)	杂鱼：物理有效3(改修_无攻击类型耐性)
雑魚：物理有効4(改修_攻撃タイプ耐性なし)	杂鱼：物理有效4(改修_无攻击类型耐性)
雑魚：物理有効5(改修_攻撃タイプ耐性なし)	杂鱼：物理有效5(改修_无攻击类型耐性)
雑魚：魔法有効1(改修)	杂鱼：魔法有效1(改修)
雑魚：魔法有効2(改修)	杂鱼：魔法有效2(改修)
雑魚：魔法有効3(改修)	杂鱼：魔法有效3(改修)
雑魚：魔法有効4(改修)	杂鱼：魔法有效4(改修)
雑魚：魔法有効5(改修)	杂鱼：魔法有效5(改修)
雑魚：魔法有効1(改修_攻撃タイプ耐性なし)	杂鱼：魔法有效1(改修_无攻击类型耐性)
雑魚：魔法有効2(改修_攻撃タイプ耐性なし)	杂鱼：魔法有效2(改修_无攻击类型耐性)
雑魚：魔法有効3(改修_攻撃タイプ耐性なし)	杂鱼：魔法有效3(改修_无攻击类型耐性)
雑魚：魔法有効4(改修_攻撃タイプ耐性なし)	杂鱼：魔法有效4(改修_无攻击类型耐性)
雑魚：魔法有効5(改修_攻撃タイプ耐性なし)	杂鱼：魔法有效5(改修_无攻击类型耐性)
雑魚：状態異常有効1(改修)	杂鱼：异常状态有效1(改修)
雑魚：状態異常有効2(改修)	杂鱼：异常状态有效2(改修)
雑魚：状態異常有効3(改修)	杂鱼：异常状态有效3(改修)
雑魚：状態異常有効4(改修)	杂鱼：异常状态有效4(改修)
雑魚：状態異常有効1(改修_攻撃タイプ耐性なし)	杂鱼：异常状态有效1(改修_无攻击类型耐性)
雑魚：状態異常有効2(改修_攻撃タイプ耐性なし)	杂鱼：异常状态有效2(改修_无攻击类型耐性)
雑魚：状態異常有効3(改修_攻撃タイプ耐性なし)	杂鱼：异常状态有效3(改修_无攻击类型耐性)
雑魚：状態異常有効4(改修_攻撃タイプ耐性なし)	杂鱼：异常状态有效4(改修_无攻击类型耐性)
雑魚：状態異常使用1(改修)	杂鱼：异常状态使用1(改修)
雑魚：状態異常使用2(改修)	杂鱼：异常状态使用2(改修)
雑魚：状態異常使用3(改修)	杂鱼：异常状态使用3(改修)
雑魚：状態異常使用4(改修)	杂鱼：异常状态使用4(改修)
雑魚：状態異常使用1(改修_攻撃タイプ耐性なし)	杂鱼：异常状态使用1(改修_无攻击类型耐性)
雑魚：状態異常使用2(改修_攻撃タイプ耐性なし)	杂鱼：异常状态使用2(改修_无攻击类型耐性)
雑魚：状態異常使用3(改修_攻撃タイプ耐性なし)	杂鱼：异常状态使用3(改修_无攻击类型耐性)
雑魚：状態異常使用4(改修_攻撃タイプ耐性なし)	杂鱼：异常状态使用4(改修_无攻击类型耐性)
中ボス1	中BOSS1
・ピュアスライムハートがボスで出現。 <br>・やや物理攻撃が有効。 <br>・状態異常有効。 <br>・出現するエネミーが魔法攻撃スキルをメインで使用。 <br>・ボスが補助効果を解除する必殺技・スキルを使用。 <br>・出現するエネミーが補助効果を解除するスキルを使用。	·BOSS为纯净史莱姆之心。<br>·物理攻击较为有效。<br>·异常状态有效。<br>·出现的敌人主要使用魔法攻击技能。<br>·BOSS会使用解除辅助效果的必杀技与技能。<br>·出现的敌人会使用解除辅助效果的技能。
中ボス2	中BOSS2
・フンガーモンガーがボスで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。<br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・ボスが猛毒・弱体・忘却・怠惰を付与するスキルを使用、状態異常を無効化。 <br>・出現するエネミーが毒・猛毒・スタン・睡眠・弱体・火傷・感電・氷結・刻印・鈍重・忘却・呪い・怠惰を付与するスキルを使用。	·BOSS为饥饿吞噬者。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·BOSS会使用赋予剧毒、弱体、遗忘、怠惰的技能，且异常状态无效。<br>·出现的敌人会使用赋予中毒、剧毒、眩晕、睡眠、弱体、灼伤、感电、冻结、刻印、迟钝、遗忘、诅咒、怠惰的技能。
中ボス3	中BOSS3
・望滅の凶獣がボスで出現。 <br>・やや魔法攻撃が有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃スキルをメインで使用。 <br>・ボスが補助効果を解除するスキル、毒・出血を付与するスキルを使用。 <br>・出現するエネミーがスタン・毒・出血・虚脱・遅滞を付与するスキルを使用。	·BOSS为望灭凶兽。<br>·魔法攻击较为有效。<br>·部分异常状态有效。<br>·出现的敌人主要使用物理攻击技能。<br>·BOSS会使用解除辅助效果的技能，以及赋予中毒、出血的技能。<br>·出现的敌人会使用赋予眩晕、中毒、出血、虚脱、迟滞的技能。
中ボス4	中BOSS4
・ホワイトアイルがボスで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・ボスが補助効果を解除するスキル、状態異常を解除するスキルを使用。 <br>・出現するエネミーがスタン・疲労を付与するスキルを使用。	·BOSS为怀特艾尔。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·BOSS会使用解除辅助效果的技能及解除异常状态的技能。<br>·出现的敌人会使用赋予眩晕、疲劳的技能。
中ボス5	中BOSS5
・アル・マーリドがボスで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・ボスが状態異常を解除するスキル、氷結・鈍重を付与するスキルを使用。 <br>・出現するエネミーが弱点付与・感電・刻印を付与するスキルを使用。	·BOSS为阿尔·马里德。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·BOSS会使用解除异常状态的技能，以及赋予冻结、迟钝的技能。<br>·出现的敌人会使用赋予弱点、感电、刻印的技能。
中ボス6（陽窟・ボアドム・ドンムー）	中BOSS6（阳窟·博阿多姆·东姆）
・ボアドム・ドンムーがボスで出現。 <br>・やや物理攻撃が有効。 <br>・状態異常有効。 <br>・出現するエネミーが魔法攻撃スキルをメインで使用。 <br>・ボスがバフ効果を解除する必殺技・補助効果を解除するスキルを使用。 <br>・出現するエネミーが補助効果を解除するスキルを使用。	·BOSS为博阿多姆·东姆。<br>·物理攻击较为有效。<br>·异常状态有效。<br>·出现的敌人主要使用魔法攻击技能。<br>·BOSS会使用解除增益效果的必杀技与解除辅助效果的技能。<br>·出现的敌人会使用解除辅助效果的技能。
中ボス7（陽窟・タブラ・ラーサ）	中BOSS7（阳窟·塔布拉·拉萨）
・タブラ・ラーサがボスで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常無効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・ボスが猛毒・弱体・忘却・怠惰を付与するスキルを使用。 <br>・出現するエネミーが毒・猛毒・スタン・睡眠・弱体・火傷・感電・氷結・刻印・鈍重・忘却・呪い・怠惰を付与するスキルを使用。	·BOSS为塔布拉·拉萨。<br>·物理与魔法攻击均有效。<br>·异常状态无效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·BOSS会使用赋予剧毒、弱体、遗忘、怠惰的技能。<br>·出现的敌人会使用赋予中毒、剧毒、眩晕、睡眠、弱体、灼伤、感电、冻结、刻印、迟钝、遗忘、诅咒、怠惰的技能。
中ボス8（陽窟・兇猛のケモミミ様）	中BOSS8（阳窟·凶猛兽耳大人）
・兇猛のケモミミ様 がボスで出現。 <br>・やや魔法攻撃が有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃スキルをメインで使用。 <br>・ボスが補助効果を解除するスキル、毒・出血を付与するスキルを使用。 <br>・出現するエネミーがスタン・毒・出血・虚脱・遅滞を付与するスキルを使用。	·BOSS为凶猛兽耳大人。<br>·魔法攻击较为有效。<br>·部分异常状态有效。<br>·出现的敌人主要使用物理攻击技能。<br>·BOSS会使用解除辅助效果的技能，以及赋予中毒、出血的技能。<br>·出现的敌人会使用赋予眩晕、中毒、出血、虚脱、迟滞的技能。
中ボス9（陽窟・ペンタゴア・シッシ）	中BOSS9（阳窟·彭塔戈亚·西西）
・ペンタゴア・シッシがボスで出現。 <br>・物理・魔法どちらも有効。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・ボスが補助効果を解除するスキル、状態異常を解除するスキルを使用。 <br>・出現するエネミーがスタン・疲労を付与するスキルを使用。	·BOSS为彭塔戈亚·西西。<br>·物理与魔法攻击均有效。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·BOSS会使用解除辅助效果的技能及解除异常状态的技能。<br>·出现的敌人会使用赋予眩晕、疲劳的技能。
中ボス10（陽窟・ダハブ・マ・ジーン）	中BOSS10（阳窟·达哈布·玛·吉恩）
・ダハブ・マ・ジーンがボスで出現。 <br>・一部のエネミーが物理反射を付与。 <br>・状態異常一部有効。 <br>・出現するエネミーが物理攻撃・魔法攻撃スキルどちらも使用。 <br>・ボスが状態異常を解除するスキル、氷結・鈍重を付与するスキル、魔法反射を付与するスキルを使用。状態異常を無効化。 <br>・出現するエネミーが弱点付与・感電・刻印を付与するスキルを使用。	·BOSS为达哈布·玛·吉恩。<br>·部分敌人会赋予物理反射。<br>·部分异常状态有效。<br>·出现的敌人会同时使用物理攻击与魔法攻击技能。<br>·BOSS会使用解除异常状态的技能，以及赋予冻结、迟钝、魔法反射的技能。异常状态无效。<br>·出现的敌人会使用赋予弱点、感电、刻印的技能。
中ボス1(改修)	中BOSS1(改修)
